JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG
11:11:15:03:08:44,58.0213,55.1603,4.19121,6.51961,4.18932,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:45,58.3074,54.8742,4.19287,6.51694,4.19121,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:46,57.163,54.8742,4.19714,6.54498,4.19287,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:47,57.4491,54.8742,4.19216,6.561,4.19714,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:48,57.7352,54.5881,4.19382,6.55165,4.19216,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:49,57.163,55.1603,4.18979,6.54765,4.19382,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:50,57.163,55.1603,4.18979,6.5877,4.18979,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:51,57.7352,56.0186,4.19216,6.58102,4.18979,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:52,56.8769,55.1603,4.19193,6.62242,4.19216,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:53,57.163,55.7325,4.19193,6.64378,4.19193,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:54,57.163,54.8742,4.195,6.64511,4.19193,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:55,56.8769,55.4464,4.19287,6.63043,4.195,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:56,57.163,54.5881,4.19287,6.60105,4.19287,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:57,57.7352,54.8742,4.19904,6.6371,4.19287,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:58,57.4491,55.7325,4.19572,6.60906,4.19904,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:59,56.8769,54.5881,4.19524,6.61574,4.19572,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:00,58.0213,54.5881,4.19762,6.64511,4.19524,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:01,57.163,55.7325,4.19738,6.64244,4.19762,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:02,56.8769,54.5881,4.19738,6.63577,4.19738,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:03,57.4491,55.7325,4.19738,6.66247,4.19738,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:04,57.7352,55.7325,4.19643,6.61574,4.19738,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
